,GCA_040926285.1,GCA_040926345.1,GCA_040920465.1,GCA_040920475.1,GCA_040920515.1,GCA_040920545.1,GCA_040926265.1,GCA_040915425.1,GCA_001406575.1,GCA_015553355.1,GCA_028209455.1,GCA_028209875.1,GCA_028209955.1,GCA_039752985.1,GCA_039836715.1,GCA_039836775.1,GCA_039836945.1,GCA_040915445.1,GCA_040915465.1,GCA_040915485.1,GCA_040915505.1,GCA_040920505.1,GCA_040926325.1,GCA_902363035.1,GCA_005576555.1,GCA_009876115.1,GCA_015561195.1,GCA_028209725.1,GCA_039836585.1,GCA_040910265.1,GCA_902364945.1,GCA_015546965.1,GCA_015554145.1,GCA_028209365.1,GCA_028209915.1,GCA_040920445.1,GCA_009876165.1,GCA_009876215.1,GCA_009876325.1,GCA_028207065.1,GCA_964259575.1,GCA_964259385.1,GCA_964259165.1,GCA_964259135.1,GCA_964259075.1,GCA_964239575.1,GCA_964239555.1,GCA_964238095.1,GCA_964237965.1,GCA_964237925.1,GCA_902364355.1,GCA_040926235.1,GCA_040920425.1,GCA_040920405.1,GCA_040920385.1,GCA_040910325.1,GCA_040910285.1,GCA_039836845.1,GCA_039753035.1,GCA_032584215.1,GCA_028209925.1,GCA_028209885.1,GCA_028209835.1,GCA_028209805.1,GCA_028209795.1,GCA_028209415.1,GCA_028209335.1,GCA_028209115.1,GCA_028207055.1,GCA_028207015.1,GCA_028206995.1,GCA_028206975.1,GCA_028206955.1,GCA_028206795.1,GCA_025289055.1,GCA_020181355.1,GCA_018785245.1,GCA_015558785.1,GCA_015557485.1,GCA_015556945.1,GCA_002736145.1,GCA_015667745.1,GCA_028210025.1,GCA_039062265.1,GCA_039062365.1,GCA_039836825.1,GCA_039836855.1,GCA_040910185.1,GCA_040910345.1,GCA_040910365.1,GCA_040910395.1,GCA_040920325.1,GCA_902388175.1,GCA_964259715.1,GCA_964243765.1,GCA_040910145.1,GCA_015560765.1,GCA_040910085.1,GCA_040910165.1,GCA_009874035.1,GCA_009876185.1,GCA_009876225.1,GCA_009876255.1,GCA_009876265.1,GCA_009876295.1,GCA_009876315.1,GCA_039752955.1,GCA_039752935.1,GCA_902501535.1,GCA_901212495.1,GCA_000169035.1,GCA_902374195.1,GCA_015547365.1,GCA_028206915.1,GCA_015670765.1,GCA_039753055.1,GCA_039836765.1,GCA_005845035.1,GCA_015560135.1,GCA_019041595.1,GCA_028206715.1,GCA_028206815.1,GCA_028206835.1,GCA_028206845.1,GCA_028206855.1,GCA_028209715.1,GCA_028209975.1,GCA_028209995.1,GCA_028210055.1,GCA_028210115.1,GCA_028210125.1,GCA_039836655.1,GCA_039836745.1,GCA_039836865.1,GCA_039836905.1,GCA_040910205.1,GCA_010509075.1,GCA_022136615.1,GCA_040915545.1,GCA_040915565.1,GCA_040915585.1,GCA_040915605.1,GCA_040915625.1,GCA_040915645.1,GCA_900461335.1,GCA_964240045.1,GCA_964259375.1,GCA_964259355.1,GCA_963360655.1,GCA_040926055.1,GCA_039836805.1,GCA_039758945.1,GCA_039758935.1,GCA_039758815.1,GCA_039752875.1,GCA_039752775.1,GCA_039062315.1,GCA_039062235.1,GCA_039062205.1,GCA_039062175.1,GCA_028210075.1,GCA_028207025.1,GCA_027677265.1,GCA_022137905.1,GCA_022136665.1,GCA_020709435.1,GCA_019731695.1,GCA_019131995.1,GCA_015670795.1,GCA_015557435.1,GCA_015552075.1,GCA_015549175.1,GCA_001405375.1,GCA_005844325.1,GCA_009875975.1,GCA_009876015.1,GCA_009876025.1,GCA_009876045.1,GCA_009876065.1,GCA_009876075.1,GCA_009876125.1,GCA_009876155.1,GCA_015548375.1,GCA_015555045.1,GCA_019131975.1,GCA_020537135.1,GCA_020537185.1,GCA_027679165.1,GCA_027679495.1,GCA_028206895.1,GCA_028209155.1,GCA_028209425.1,GCA_028209555.1,GCA_028209615.1,GCA_028209845.1,GCA_028210095.1,GCA_032584295.1,GCA_039758995.1,GCA_039836685.1,GCA_039836695.1,GCA_039836925.1,GCA_039836965.1,GCA_040915665.1,GCA_040915685.1,GCA_040915705.1,GCA_040915725.1,GCA_040915765.1,GCA_040915785.1,GCA_040915845.1,GCA_040915865.1,GCA_040926115.1,GCA_040926145.1,GCA_040926165.1,GCA_040926175.1,GCA_040926185.1,GCA_040926205.1,GCA_040926305.1,GCA_040926405.1,GCA_902501475.1,GCA_902501595.1,GCA_015549965.1,GCA_015557945.1,GCA_015670745.1,GCA_028209575.1,GCA_028209655.1,GCA_028209685.1,GCA_027677495.1,GCA_027679325.1,GCA_027679855.1,GCA_902501435.1,GCA_901212465.1,GCA_039836555.1,GCA_039836505.1,GCA_039836545.1,GCA_001404695.1,GCA_902362815.1,GCA_902364885.1,GCA_041537385.1,GCA_040926105.1,GCA_040926065.1,GCA_040926045.1,GCA_040910245.1,GCA_040910215.1,GCA_039836605.1,GCA_039836595.1,GCA_039758965.1,GCA_028209395.1,GCA_024125125.1,GCA_003856815.1,GCA_009875935.1,GCA_018785265.1,GCA_028209215.1,GCA_028209475.1,GCA_028209495.1,GCA_028209515.1,GCA_028209535.1,GCA_028209585.1,GCA_028209625.1,GCA_028209675.1,GCA_028209745.1,GCA_028209775.1,GCA_039062385.1,GCA_039752915.1,GCA_039752975.1,GCA_039836615.1,GCA_040926025.1,GCA_902363845.1
GCA_027677265.1,74.43,99.59,100.00,99.75,99.75,100.00,99.75,99.75,99.75,99.75,99.67,99.75,99.75,99.61,99.61,99.73,99.61,99.75,99.75,99.64,99.75,99.73,99.61,99.75,99.59,99.75,99.75,99.75,100.00,99.75,99.75,99.75,99.75,99.75,99.75,100.00,99.75,99.75,99.75,99.75,99.75,99.75,100.00,100.00,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,100.00,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.67,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.57,99.75,99.75,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.34,100.00,99.33,99.40,99.67,99.67,99.67,99.67,99.67,100.00,99.67,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,100.00,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.67,100.00,99.75,99.67,99.67,99.92,99.67,99.67,99.75,99.75,99.75,99.75,99.67,99.75,100.00,99.67,99.75,99.75,99.83,99.75,99.75,99.67,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,100.00,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,100.00,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.59,99.60,99.67,99.92,99.83,99.67,99.67,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.57,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75,99.55,99.61,99.75
GCA_022137905.1,76.49,99.47,99.84,99.60,99.60,99.84,99.60,99.08,99.13,99.13,99.60,99.13,99.13,99.54,99.54,99.66,99.54,99.13,99.13,99.57,99.13,99.67,99.53,99.13,99.60,99.47,99.47,99.47,99.61,99.47,99.47,99.40,99.40,99.40,99.40,99.61,99.47,99.47,99.47,99.47,99.44,99.44,99.63,99.63,99.36,99.13,99.27,99.47,99.73,99.73,99.40,99.40,99.40,99.56,99.47,99.47,99.47,99.73,99.73,99.13,99.73,99.33,99.13,99.13,99.13,99.40,99.40,99.40,99.47,99.47,99.47,99.73,99.73,99.20,99.40,99.73,99.47,99.47,99.73,99.13,99.53,99.60,99.71,99.69,99.69,99.71,99.71,99.69,99.72,99.72,99.72,99.49,99.53,99.69,99.40,99.53,99.67,99.61,99.61,99.40,99.40,99.40,99.40,99.40,99.40,99.40,100.00,99.27,99.24,98.44,99.60,99.60,99.67,99.67,99.67,100.00,99.67,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,100.00,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.20,98.93,99.47,99.15,99.47,99.56,99.14,99.50,100.00,100.00,99.47,99.47,99.47,99.47,99.67,99.47,99.67,100.00,99.27,99.40,99.79,99.33,99.20,99.14,99.40,99.13,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.65,99.67,99.65,99.61,100.00,99.67,99.67,99.65,99.67,99.67,99.67,99.67,99.67,99.65,99.65,99.65,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.61,99.61,99.61,99.61,99.61,99.61,99.65,99.65,99.67,100.00,99.40,99.40,99.40,99.40,99.40,99.40,99.42,99.69,99.00,99.53,99.54,99.00,99.92,99.08,99.40,99.40,99.47,99.20,99.27,99.27,99.27,99.40,99.40,99.47,99.47,99.40,99.51,99.47,99.73,99.73,99.69,99.73,99.73,99.73,99.73,99.73,99.73,99.73,99.73,99.72,99.73,99.73,99.69,99.69,99.47,99.54,99.73
GCA_022136665.1,76.83,99.47,99.51,99.60,99.60,99.51,99.60,99.50,99.53,99.53,100.00,99.53,99.53,100.00,100.00,100.00,100.00,99.53,99.53,100.00,99.53,100.00,100.00,99.53,99.33,99.87,99.87,99.87,99.81,99.87,99.87,99.93,99.93,99.93,99.93,99.92,99.73,99.73,99.73,99.73,99.65,99.65,99.27,99.27,99.58,99.40,99.53,99.33,99.47,99.47,99.80,99.80,99.80,99.13,99.33,99.33,99.33,99.47,99.47,99.40,99.47,99.33,99.40,99.40,99.40,99.53,99.53,99.53,99.33,99.33,99.33,99.47,99.47,99.47,99.80,99.47,99.33,99.33,99.47,99.40,99.67,99.80,99.78,99.85,99.85,99.78,99.78,99.84,99.79,99.79,99.79,99.75,99.67,99.85,99.80,99.53,99.53,99.92,99.92,99.20,99.20,99.20,99.20,99.20,99.20,99.20,99.28,99.51,99.32,98.92,99.60,99.60,99.53,99.53,99.53,99.51,99.53,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.92,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.60,99.47,99.27,99.39,99.47,99.56,99.33,99.43,99.27,99.27,99.47,99.47,99.47,99.47,99.33,99.73,99.75,99.27,100.00,99.47,99.58,99.73,99.60,99.33,99.73,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.72,99.40,99.72,99.77,100.00,99.40,99.40,99.72,99.40,99.40,99.40,99.40,99.40,99.72,99.72,99.72,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.77,99.77,99.77,99.77,99.77,99.77,99.72,99.72,99.40,100.00,99.47,99.47,99.47,99.47,99.47,99.47,99.49,99.69,99.27,99.62,99.63,99.33,99.92,99.50,99.60,99.60,99.67,99.53,99.47,99.47,99.47,99.73,99.73,99.67,99.67,99.73,99.61,99.67,99.40,99.40,99.77,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.72,99.40,99.40,99.77,99.77,99.60,99.65,99.40
GCA_020709435.1,76.83,99.47,99.51,99.60,99.60,99.51,99.60,99.65,99.67,99.67,100.00,99.67,99.67,100.00,100.00,100.00,100.00,99.67,99.67,100.00,99.67,100.00,100.00,99.67,99.47,99.47,99.47,99.47,99.22,99.47,99.47,99.40,99.40,99.40,99.40,99.30,99.33,99.33,99.33,99.33,99.86,99.86,100.00,100.00,99.79,99.53,99.13,99.87,99.60,99.60,99.27,99.27,99.27,100.00,99.87,99.87,99.87,99.60,99.60,99.53,99.60,99.73,99.53,99.53,99.53,99.27,99.27,99.27,99.87,99.87,99.87,99.60,99.60,99.07,99.27,99.60,99.87,99.87,99.60,99.53,99.40,99.80,99.56,99.85,99.85,99.56,99.56,99.84,99.58,99.58,99.58,99.75,99.40,99.85,99.40,99.80,99.67,99.92,99.92,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.28,99.03,99.24,98.92,99.73,99.73,99.67,99.67,99.67,99.67,99.67,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.70,99.80,99.80,99.80,99.80,99.80,99.80,99.80,99.80,99.80,99.80,99.20,99.47,98.87,98.67,100.00,99.34,98.93,99.15,99.40,99.40,100.00,100.00,100.00,100.00,99.07,99.33,99.75,99.40,99.47,100.00,99.72,99.33,99.20,98.93,99.33,99.40,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.51,99.53,99.51,99.77,100.00,99.53,99.53,99.51,99.53,99.53,99.53,99.53,99.53,99.51,99.51,99.51,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.77,99.77,99.77,99.77,99.77,99.77,99.51,99.51,99.53,100.00,99.20,99.20,99.20,99.20,99.20,99.20,99.71,99.69,99.27,99.62,99.63,99.07,99.92,99.22,99.20,99.20,99.27,99.53,99.07,99.07,99.07,99.20,99.20,99.27,99.27,99.20,99.61,99.27,99.53,99.53,99.77,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.51,99.53,99.53,99.77,99.77,99.60,99.65,99.53
GCA_019731695.1,74.72,99.72,99.84,99.86,99.86,99.84,99.86,99.36,99.36,99.36,100.00,99.36,99.36,100.00,100.00,100.00,100.00,99.36,99.36,100.00,99.36,100.00,100.00,99.36,99.72,99.72,99.72,99.72,99.61,99.72,99.72,99.65,99.65,99.65,99.65,99.61,99.58,99.58,99.58,99.58,99.55,99.55,99.63,99.63,99.47,99.22,99.36,99.58,99.86,99.86,99.50,99.50,99.50,99.56,99.58,99.58,99.58,99.86,99.86,99.22,99.86,99.43,99.22,99.22,99.22,99.50,99.50,99.50,99.58,99.58,99.58,99.86,99.86,99.29,99.50,99.86,99.58,99.58,99.86,99.22,99.65,99.78,99.84,99.83,99.83,99.84,99.84,99.83,99.85,99.85,99.85,99.71,99.65,99.83,99.65,99.79,99.93,99.92,99.92,99.15,99.15,99.15,99.15,99.15,99.15,99.15,99.50,99.27,99.24,99.70,99.86,99.86,99.93,99.93,99.93,100.00,99.93,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,100.00,99.93,99.93,99.93,99.93,99.93,99.93,99.93,99.93,99.93,99.93,99.43,99.15,99.22,99.15,99.72,99.77,99.29,99.43,99.79,99.79,99.72,99.72,99.72,99.72,99.43,99.58,99.83,99.79,99.58,99.72,100.00,99.58,99.43,99.29,99.65,99.36,99.93,99.93,99.93,99.93,99.93,99.93,99.93,99.93,99.93,99.93,99.93,99.93,99.92,99.93,99.92,99.92,100.00,99.93,99.93,99.92,99.93,99.93,99.93,99.93,99.93,99.92,99.92,99.92,99.93,99.93,99.93,99.93,99.93,99.93,99.93,99.93,99.93,99.93,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.93,100.00,99.50,99.50,99.50,99.50,99.50,99.50,99.54,99.83,99.08,99.69,99.70,99.08,99.92,99.22,99.50,99.50,99.58,99.29,99.36,99.36,99.36,99.50,99.50,99.58,99.58,99.50,99.68,99.58,99.86,99.86,99.83,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.85,99.86,99.86,99.83,99.83,99.70,99.74,99.86
GCA_019131995.1,76.85,99.47,99.51,99.60,99.60,99.51,99.60,99.65,99.67,99.67,100.00,99.67,99.67,100.00,100.00,100.00,100.00,99.67,99.67,100.00,99.67,100.00,100.00,99.67,99.33,99.73,99.73,99.73,99.61,99.73,99.73,99.80,99.80,99.80,99.80,99.77,99.60,99.60,99.60,99.60,99.58,99.58,99.08,99.08,99.51,99.53,99.67,99.20,99.47,99.47,99.67,99.67,99.67,98.91,99.20,99.20,99.20,99.47,99.47,99.53,99.47,99.20,99.53,99.53,99.53,99.80,99.80,99.80,99.20,99.20,99.20,99.47,99.47,99.60,99.67,99.47,99.20,99.20,99.47,99.53,99.67,99.80,99.85,99.85,99.85,99.85,99.85,99.84,99.86,99.86,99.86,99.75,99.67,99.85,99.67,99.40,99.53,99.92,99.92,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.42,99.76,99.24,98.92,99.47,99.47,99.53,99.53,99.53,99.51,99.53,99.93,99.93,99.93,99.93,99.93,99.93,99.93,99.93,99.93,99.93,99.93,99.93,99.93,99.93,99.93,99.93,99.93,99.93,100.00,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.73,99.47,99.47,99.64,99.33,99.71,99.53,99.72,99.33,99.33,99.33,99.33,99.33,99.33,99.67,99.60,99.75,99.33,99.73,99.33,99.58,100.00,99.73,99.53,99.60,99.53,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.79,99.40,99.79,99.77,100.00,99.40,99.40,99.79,99.40,99.40,99.40,99.40,99.40,99.79,99.79,99.79,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.77,99.77,99.77,99.77,99.77,99.77,99.79,99.79,99.40,100.00,99.73,99.73,99.73,99.73,99.73,99.73,99.42,99.69,99.27,99.62,99.63,99.33,99.92,99.50,99.47,99.47,99.53,99.27,99.60,99.60,99.60,99.60,99.60,99.53,99.53,99.60,99.61,99.53,99.40,99.40,99.77,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.79,99.40,99.40,99.77,99.77,99.60,99.65,99.40
GCA_015670795.1,76.85,99.47,99.51,99.60,99.60,99.51,99.60,99.36,99.40,99.40,100.00,99.40,99.40,100.00,100.00,100.00,100.00,99.40,99.40,100.00,99.40,100.00,100.00,99.40,99.20,99.60,99.60,99.60,99.42,99.60,99.60,99.67,99.67,99.67,99.67,99.61,99.47,99.47,99.47,99.47,99.58,99.58,98.90,98.90,99.51,99.27,99.80,99.07,99.33,99.33,99.53,99.53,99.53,98.69,99.07,99.07,99.07,99.33,99.33,99.27,99.33,99.20,99.27,99.27,99.27,99.53,99.53,99.53,99.07,99.07,99.07,99.33,99.33,99.87,99.53,99.33,99.07,99.07,99.33,99.27,99.40,99.80,99.85,99.85,99.85,99.85,99.85,99.84,99.86,99.86,99.86,99.75,99.40,99.85,99.53,99.27,99.40,99.92,99.92,99.13,99.13,99.13,99.13,99.13,99.13,99.13,99.42,99.27,99.24,98.92,99.33,99.33,99.40,99.40,99.40,99.34,99.40,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,100.00,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,100.00,99.73,99.73,99.88,99.20,99.71,99.67,99.43,99.20,99.20,99.20,99.20,99.20,99.20,99.40,99.47,99.75,99.20,99.60,99.20,99.43,99.73,100.00,99.67,99.47,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.79,99.27,99.79,99.77,100.00,99.27,99.27,99.79,99.27,99.27,99.27,99.27,99.27,99.79,99.79,99.79,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.77,99.77,99.77,99.77,99.77,99.77,99.79,99.79,99.27,100.00,99.47,99.47,99.47,99.47,99.47,99.47,99.42,99.69,99.40,99.62,99.63,99.60,99.92,99.79,99.33,99.33,99.40,99.13,99.73,99.73,99.73,99.47,99.47,99.40,99.40,99.47,99.61,99.40,99.27,99.27,99.77,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.79,99.27,99.27,99.77,99.77,99.60,99.65,99.27
GCA_015557435.1,76.59,99.20,99.42,99.33,99.33,99.42,99.33,99.22,99.27,99.27,99.70,99.27,99.27,99.65,99.65,99.75,99.65,99.27,99.27,99.67,99.27,99.75,99.65,99.27,99.20,99.47,99.47,99.47,99.51,99.47,99.47,99.53,99.53,99.53,99.53,99.69,99.47,99.47,99.47,99.47,99.51,99.51,98.99,98.99,99.44,99.27,99.80,99.07,99.33,99.33,99.53,99.53,99.53,98.80,99.07,99.07,99.07,99.33,99.33,99.27,99.33,99.07,99.27,99.27,99.27,99.53,99.53,99.53,99.07,99.07,99.07,99.33,99.33,99.73,99.53,99.33,99.07,99.07,99.33,99.27,99.40,99.70,99.78,99.77,99.77,99.78,99.78,99.77,99.79,99.79,99.79,99.62,99.40,99.77,99.40,99.13,99.27,99.69,99.69,99.07,99.07,99.07,99.07,99.07,99.07,99.07,99.13,99.39,99.24,98.44,99.20,99.20,99.27,99.27,99.27,99.42,99.27,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,100.00,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.73,99.47,99.53,100.00,99.00,100.00,100.00,99.50,99.14,99.14,99.07,99.07,99.07,99.07,99.34,99.40,99.67,99.14,99.33,98.93,99.29,99.53,99.67,100.00,99.53,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.72,99.27,99.72,99.69,100.00,99.27,99.27,99.72,99.27,99.27,99.27,99.27,99.27,99.72,99.72,99.72,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.69,99.69,99.69,99.69,99.69,99.69,99.72,99.72,99.27,100.00,99.60,99.60,99.60,99.60,99.60,99.60,99.49,99.77,99.53,99.72,99.73,99.60,99.92,99.57,99.47,99.47,99.53,99.27,99.87,99.87,99.87,99.60,99.60,99.53,99.53,99.60,99.71,99.53,99.40,99.40,99.85,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.86,99.40,99.40,99.85,99.85,99.73,99.77,99.40
GCA_015552075.1,76.76,99.40,99.51,99.53,99.53,99.51,99.53,99.29,99.33,99.33,99.90,99.33,99.33,99.88,99.88,99.92,99.88,99.33,99.33,99.89,99.33,99.92,99.88,99.33,99.53,99.93,99.93,99.93,100.00,99.93,99.93,99.87,99.87,99.87,99.87,99.92,99.93,99.93,99.93,99.93,99.65,99.65,99.27,99.27,99.58,99.33,99.60,99.40,99.67,99.67,99.87,99.87,99.87,99.13,99.40,99.40,99.40,99.67,99.67,99.33,99.67,99.27,99.33,99.33,99.33,99.60,99.60,99.60,99.40,99.40,99.40,99.67,99.67,99.53,99.87,99.67,99.40,99.40,99.67,99.33,99.73,99.90,99.93,99.92,99.92,99.93,99.93,99.92,99.93,99.93,99.93,99.87,99.73,99.92,99.87,99.47,99.60,99.85,99.85,99.07,99.07,99.07,99.07,99.07,99.07,99.07,99.28,99.27,99.24,98.73,99.53,99.53,99.60,99.60,99.60,99.67,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,100.00,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.53,99.27,99.27,99.39,99.33,99.85,99.53,99.50,99.40,99.40,99.40,99.40,99.40,99.40,99.33,99.87,99.83,99.40,99.73,99.33,99.65,99.60,99.47,99.53,100.00,99.33,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.86,99.60,99.86,99.85,100.00,99.60,99.60,99.86,99.60,99.60,99.60,99.60,99.60,99.86,99.86,99.86,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.85,99.85,99.85,99.85,99.85,99.85,99.86,99.86,99.60,100.00,99.67,99.67,99.67,99.67,99.67,99.67,99.64,99.92,99.33,99.91,99.91,99.40,99.92,99.36,99.93,99.93,100.00,99.73,99.67,99.67,99.67,99.93,99.93,100.00,100.00,99.93,99.90,100.00,99.73,99.73,100.00,99.73,99.73,99.73,99.73,99.73,99.73,99.73,99.73,100.00,99.73,99.73,100.00,100.00,100.00,100.00,99.73
GCA_015549175.1,76.64,99.20,99.34,99.33,99.33,99.34,99.33,99.79,99.80,99.80,99.80,99.80,99.80,99.77,99.77,99.83,99.77,99.80,99.80,99.78,99.80,99.83,99.77,99.80,99.27,99.33,99.33,99.33,99.22,99.33,99.33,99.40,99.40,99.40,99.40,99.45,99.40,99.40,99.40,99.40,99.86,99.86,99.45,99.45,99.79,99.87,99.47,99.53,99.40,99.40,99.47,99.47,99.47,99.35,99.53,99.53,99.53,99.40,99.40,99.87,99.40,99.53,99.87,99.87,99.87,99.73,99.73,99.73,99.53,99.53,99.53,99.40,99.40,99.40,99.47,99.40,99.53,99.53,99.40,99.87,99.60,99.90,99.71,99.92,99.92,99.71,99.71,99.92,99.72,99.72,99.72,99.87,99.60,99.92,99.27,99.40,99.27,99.77,99.77,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.28,99.76,99.32,98.63,99.33,99.33,99.27,99.27,99.27,99.34,99.27,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.77,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.33,99.47,99.13,99.15,99.40,99.48,99.27,99.65,99.13,99.13,99.47,99.47,99.47,99.47,99.47,99.33,99.83,99.13,99.40,99.40,99.36,99.53,99.27,99.27,99.33,100.00,99.47,99.47,99.47,99.47,99.47,99.47,99.47,99.47,99.47,99.47,99.47,99.47,99.79,99.47,99.79,100.00,100.00,99.47,99.47,99.79,99.47,99.47,99.47,99.47,99.47,99.79,99.79,99.79,99.47,99.47,99.47,99.47,99.47,99.47,99.47,99.47,99.47,99.47,100.00,100.00,100.00,100.00,100.00,100.00,99.79,99.79,99.47,100.00,99.67,99.67,99.67,99.67,99.67,99.67,99.78,99.85,99.53,99.72,99.72,99.40,99.92,99.50,99.27,99.27,99.33,99.47,99.40,99.40,99.40,99.40,99.40,99.33,99.33,99.40,99.71,99.33,99.33,99.33,99.85,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.65,99.33,99.33,99.85,99.85,99.73,99.77,99.33
